TIME_PERIOD#es,TIME_PERIOD_CODE,UNIVERSIDADES#es,UNIVERSIDADES_CODE,SEXO#es,SEXO_CODE,PROCEDIMIENTO_ACCESO#es,PROCEDIMIENTO_ACCESO_CODE,CONVOCATORIA#es,CONVOCATORIA_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4968,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2060,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2908,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4717,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,1937,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2780,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5072,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2123,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2949,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5095,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2106,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2989,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,6121,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2604,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3517,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5878,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2423,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3455,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5772,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2315,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3457,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4911,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1964,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2947,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5014,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2082,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2932,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4748,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1950,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2798,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5110,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2138,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2972,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5155,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2125,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3030,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,6197,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2636,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3561,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5979,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2465,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3514,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5858,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2356,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3502,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,851,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,437,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,414,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,955,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,482,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,473,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,784,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,377,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,407,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,632,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,288,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,344,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,686,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,338,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,348,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,366,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,140,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,226,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,660,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,306,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,354,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,786,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,344,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,442,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,934,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,477,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,457,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1028,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,514,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,514,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,863,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,415,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,448,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,825,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,366,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,459,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,878,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,427,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,451,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,525,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,204,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,321,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,887,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,404,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,483,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1076,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,478,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,598,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,995,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,501,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,494,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1098,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,537,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,561,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,948,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,442,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,506,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,848,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,380,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,468,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,908,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,437,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,471,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,701,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,271,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,430,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1044,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,474,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,570,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1220,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,536,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,684,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,5852,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2475,,,,
2015,2015,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3377,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,6052,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2643,,,,
2016,2016,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3409,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,5589,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2381,,,,
2017,2017,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3208,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,5653,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2404,,,,
2018,2018,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3249,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,5692,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2414,,,,
2019,2019,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3278,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,6043,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2536,,,,
2020,2020,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3507,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,6247,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2623,,,,
2021,2021,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3624,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Total,_T,Total,_T,Total,_T,Aprobados,APROBADOS,6329,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Hombres,M,Total,_T,Total,_T,Aprobados,APROBADOS,2585,,,,
2022,2022,Universidad de Las Palmas de Gran Canaria,026,Mujeres,F,Total,_T,Total,_T,Aprobados,APROBADOS,3744,,,,
