TIME_PERIOD#es,TIME_PERIOD_CODE,UNIVERSIDADES#es,UNIVERSIDADES_CODE,SEXO#es,SEXO_CODE,PROCEDIMIENTO_ACCESO#es,PROCEDIMIENTO_ACCESO_CODE,CONVOCATORIA#es,CONVOCATORIA_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,916,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1072,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,459,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,613,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1730,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,810,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,920,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1985,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,890,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1095,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1915,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,955,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,960,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,2216,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1046,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1170,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1879,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,897,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,982,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1798,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,827,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,971,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1803,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,856,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,947,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1268,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,536,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,732,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1927,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,900,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1027,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,2168,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,963,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Total,_T,Extraordinaria,EXTRAORDINARIA,Matriculados,MATRICULADOS,1205,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,17,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,13,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,4,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,30,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,18,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,12,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,33,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,26,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,7,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,19,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,13,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,6,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,25,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,16,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,9,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,13,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,8,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,5,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,36,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,21,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,15,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,21,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,11,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Aprobados,APROBADOS,10,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,17,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,13,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,4,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,32,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,20,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,12,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,33,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,26,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,7,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,21,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,14,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,7,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,27,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,17,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,10,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,14,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,8,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,6,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,40,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,22,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,18,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,24,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,12,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Presentados,PRESENTADOS,12,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,17,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,13,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,4,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,32,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,20,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,12,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,33,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,26,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,7,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,21,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,14,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,7,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,27,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,17,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,10,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,14,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,8,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,6,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,40,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,22,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,18,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,24,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,12,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Total,_T,Matriculados,MATRICULADOS,12,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,17,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,13,,,,
2015,2015,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,30,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,18,,,,
2016,2016,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,12,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,33,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,26,,,,
2017,2017,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,7,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,19,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,13,,,,
2018,2018,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,6,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,25,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,16,,,,
2019,2019,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,9,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,13,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,8,,,,
2020,2020,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,5,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,36,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,21,,,,
2021,2021,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Mujeres,F,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,15,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Total,_T,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,21,,,,
2022,2022,Universidades Públicas,UNIVERSIDADES_PUBLICAS,Hombres,M,Prueba de acceso para mayores de 40 años con experiencia laboral,PAU_GT40_EXPERIENCIA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,11,,,,
